Date,Predicted,RegimeCode
2019-07-16,49.887436,1
2019-07-17,49.960964,1
2019-07-18,49.82731,1
2019-07-19,50.055492,1
2019-07-22,49.781616,1
2019-07-23,50.230385,1
2019-07-24,50.69634,1
2019-07-25,50.89012,1
2019-07-26,50.745834,1
2019-07-29,50.752377,1
2019-07-30,51.019875,1
2019-07-31,51.04229,1
2019-08-01,51.59572,1
2019-08-02,51.280724,1
2019-08-05,50.501698,1
2019-08-06,48.71242,1
2019-08-07,48.302353,1
2019-08-08,48.46898,0
2019-08-09,49.15765,0
2019-08-12,49.287838,1
2019-08-13,49.243954,1
2019-08-14,50.32969,1
2019-08-15,50.084137,1
2019-08-16,49.75256,1
2019-08-19,50.221107,1
2019-08-20,50.995773,1
2019-08-21,51.374218,1
2019-08-22,51.8237,1
2019-08-23,52.01238,1
2019-08-26,50.790726,1
2019-08-27,50.644432,1
2019-08-28,50.339867,1
2019-08-29,50.36965,1
2019-08-30,50.86267,1
2019-09-03,51.083847,1
2019-09-04,50.76793,1
2019-09-05,51.047085,1
2019-09-06,51.75248,1
2019-09-09,52.102535,1
2019-09-10,52.36108,1
2019-09-11,52.80782,1
2019-09-12,53.933258,1
2019-09-13,54.430405,1
2019-09-16,54.04883,1
2019-09-17,53.968975,1
2019-09-18,54.057854,1
2019-09-19,54.382835,1
2019-09-20,54.310024,1
2019-09-23,53.826164,1
2019-09-24,53.707363,0
2019-09-25,53.539318,0
2019-09-26,53.899548,1
2019-09-27,53.949272,1
2019-09-30,53.811264,1
2019-10-01,54.413322,1
2019-10-02,54.81991,1
2019-10-03,54.253883,1
2019-10-04,54.175682,0
2019-10-07,54.985905,0
2019-10-08,55.423054,0
2019-10-09,55.25066,0
2019-10-10,55.47858,0
2019-10-11,56.012447,0
2019-10-14,57.08386,0
2019-10-15,57.567684,1
2019-10-16,57.681206,1
2019-10-17,57.585705,1
2019-10-18,57.64909,1
2019-10-21,57.838043,1
2019-10-22,58.473263,1
2019-10-23,58.722576,1
2019-10-24,59.236835,1
2019-10-25,59.543865,1
2019-10-28,60.067383,1
2019-10-29,60.64805,1
2019-10-30,60.162094,1
2019-10-31,59.86694,1
2019-11-01,60.467594,1
2019-11-04,61.730835,1
2019-11-05,62.57623,1
2019-11-06,62.89054,1
2019-11-07,63.01669,1
2019-11-08,63.454433,1
2019-11-11,63.77072,1
2019-11-12,64.18135,1
2019-11-13,64.345665,1
2019-11-14,64.73755,1
2019-11-15,64.691864,1
2019-11-18,65.05522,1
2019-11-19,65.42603,1
2019-11-20,65.49091,1
2019-11-21,65.09287,1
2019-11-22,64.725,1
2019-11-25,64.527664,1
2019-11-26,65.05329,1
2019-11-27,65.066956,1
2019-11-29,65.50864,1
2019-12-02,65.66144,1
2019-12-03,65.305855,1
2019-12-04,64.48871,1
2019-12-05,64.385414,1
2019-12-06,64.89,1
2019-12-09,65.83747,1
2019-12-10,65.80161,1
2019-12-11,65.9281,1
2019-12-12,66.29908,1
2019-12-13,66.576904,1
2019-12-16,67.18597,1
2019-12-17,68.10908,1
2019-12-18,68.62704,1
2019-12-19,68.75199,1
2019-12-20,68.82239,1
2019-12-23,68.775925,1
2019-12-24,69.349365,1
2019-12-26,69.68904,1
2019-12-27,70.57463,1
2019-12-30,71.0029,1
2019-12-31,71.3983,1
2020-01-02,71.859825,1
2020-01-03,72.96053,1
2020-01-06,73.123566,1
2020-01-07,73.45239,1
2020-01-08,73.429565,1
2020-01-09,74.03052,1
2020-01-10,75.19623,1
2020-01-13,75.86119,1
2020-01-14,77.00958,1
2020-01-15,77.00552,1
2020-01-16,76.75538,1
2020-01-17,77.14015,1
2020-01-21,77.81842,1
2020-01-22,77.86519,1
2020-01-23,77.99624,1
2020-01-24,78.26419,1
2020-01-27,78.275536,1
2020-01-28,77.03189,1
2020-01-29,77.53257,1
2020-01-30,78.74965,1
2020-01-31,79.292435,1
2020-02-03,77.607315,1
2020-02-04,76.57988,1
2020-02-05,77.49226,1
2020-02-06,78.37716,1
2020-02-07,79.27682,1
2020-02-10,79.108696,1
2020-02-11,79.16475,1
2020-02-12,78.949295,1
2020-02-13,79.83579,1
2020-02-14,80.00601,1
2020-02-18,80.04977,1
2020-02-19,79.27683,1
2020-02-20,79.48038,1
2020-02-21,79.19787,1
2020-02-24,78.07988,1
2020-02-25,75.5488,1
2020-02-26,72.96042,1
2020-02-27,72.36894,1
2020-02-28,69.693504,1
2020-03-02,68.30568,1
2020-03-03,71.109055,1
2020-03-04,71.40847,1
2020-03-05,73.15693,1
2020-03-06,72.754364,1
2020-03-09,71.91816,1
2020-03-10,68.48502,1
2020-03-11,69.27451,1
2020-03-12,68.59667,1
2020-03-13,64.59362,1
2020-03-16,66.46944,1
2020-03-17,62.977894,1
2020-03-18,62.43371,1
2020-03-19,61.55037,0
2020-03-20,60.869316,0
2020-03-23,58.510315,-1
2020-03-24,56.66945,-1
2020-03-25,58.829597,-1
2020-03-26,59.89855,-1
2020-03-27,62.02729,-1
2020-03-30,61.658787,0
2020-03-31,62.264473,0
2020-04-01,62.53782,0
2020-04-02,60.873913,0
2020-04-03,60.516632,-1
2020-04-06,59.970745,-1
2020-04-07,62.492596,-1
2020-04-08,63.44767,0
2020-04-09,64.66494,0
2020-04-13,65.49642,1
2020-04-14,66.55124,1
2020-04-15,68.87688,1
2020-04-16,69.68358,1
2020-04-17,70.25882,1
