Date,Predicted,Regime
2019-10-31,59.86694,Bull
2019-11-01,60.467594,Bull
2019-11-04,61.730835,Bull
2019-11-05,62.57623,Bull
2019-11-06,62.89054,Bull
2019-11-07,63.01669,Bull
2019-11-08,63.454433,Bull
2019-11-11,63.77072,Bull
2019-11-12,64.18135,Bull
2019-11-13,64.345665,Bull
2019-11-14,64.73755,Bull
2019-11-15,64.691864,Bull
2019-11-18,65.05522,Bull
2019-11-19,65.42603,Bull
2019-11-20,65.49091,Bull
2019-11-21,65.09287,Bull
2019-11-22,64.725,Bull
2019-11-25,64.527664,Bull
2019-11-26,65.05329,Bull
2019-11-27,65.066956,Bull
2019-11-29,65.50864,Bull
2019-12-02,65.66144,Bull
2019-12-03,65.305855,Bull
2019-12-04,64.48871,Bull
2019-12-05,64.385414,Bull
2019-12-06,64.89,Bull
2019-12-09,65.83747,Bull
2019-12-10,65.80161,Bull
2019-12-11,65.9281,Bull
2019-12-12,66.29908,Bull
2019-12-13,66.576904,Bull
2019-12-16,67.18597,Bull
2019-12-17,68.10908,Bull
2019-12-18,68.62704,Bull
2019-12-19,68.75199,Bull
2019-12-20,68.82239,Bull
2019-12-23,68.775925,Bull
2019-12-24,69.349365,Bull
2019-12-26,69.68904,Bull
2019-12-27,70.57463,Bull
2019-12-30,71.0029,Bull
2019-12-31,71.3983,Bull
2020-01-02,71.859825,Bull
2020-01-03,72.96053,Bull
2020-01-06,73.123566,Bull
2020-01-07,73.45239,Bull
2020-01-08,73.429565,Bull
2020-01-09,74.03052,Bull
2020-01-10,75.19623,Bull
2020-01-13,75.86119,Bull
2020-01-14,77.00958,Bull
2020-01-15,77.00552,Bull
2020-01-16,76.75538,Bull
2020-01-17,77.14015,Bull
2020-01-21,77.81842,Bull
2020-01-22,77.86519,Bull
2020-01-23,77.99624,Bull
2020-01-24,78.26419,Bull
2020-01-27,78.275536,Bull
2020-01-28,77.03189,Bull
2020-01-29,77.53257,Bull
2020-01-30,78.74965,Bull
2020-01-31,79.292435,Bull
2020-02-03,77.607315,Bull
2020-02-04,76.57988,Bull
2020-02-05,77.49226,Bull
2020-02-06,78.37716,Bull
2020-02-07,79.27682,Bull
2020-02-10,79.108696,Bull
2020-02-11,79.16475,Bull
2020-02-12,78.949295,Bull
2020-02-13,79.83579,Bull
2020-02-14,80.00601,Bull
2020-02-18,80.04977,Bull
2020-02-19,79.27683,Bull
2020-02-20,79.48038,Bull
2020-02-21,79.19787,Bull
2020-02-24,78.07988,Bull
2020-02-25,75.5488,Bull
2020-02-26,72.96042,Bull
2020-02-27,72.36894,Bull
2020-02-28,69.693504,Bull
2020-03-02,68.30568,Bull
2020-03-03,71.109055,Bull
2020-03-04,71.40847,Bull
2020-03-05,73.15693,Bull
2020-03-06,72.754364,Bull
2020-03-09,71.91816,Bull
2020-03-10,68.48502,Bull
2020-03-11,69.27451,Bull
2020-03-12,68.59667,Bull
2020-03-13,64.59362,Bull
2020-03-16,66.46944,Bull
2020-03-17,62.977894,Bull
2020-03-18,62.43371,Bull
2020-03-19,61.55037,Sideways
2020-03-20,60.869316,Sideways
2020-03-23,58.510315,Bear
2020-03-24,56.66945,Bear
2020-03-25,58.829597,Bear
2020-03-26,59.89855,Bear
2020-03-27,62.02729,Bear
2020-03-30,61.658787,Sideways
2020-03-31,62.264473,Sideways
2020-04-01,62.53782,Sideways
2020-04-02,60.873913,Sideways
2020-04-03,60.516632,Bear
2020-04-06,59.970745,Bear
2020-04-07,62.492596,Bear
2020-04-08,63.44767,Sideways
2020-04-09,64.66494,Sideways
2020-04-13,65.49642,Bull
2020-04-14,66.55124,Bull
2020-04-15,68.87688,Bull
2020-04-16,69.68358,Bull
2020-04-17,70.25882,Bull
2020-04-20,69.99717,Bull
2020-04-21,69.05021,Bull
2020-04-22,67.44143,Bull
2020-04-23,67.68217,Bull
2020-04-24,67.76981,Sideways
2020-04-27,68.849464,Sideways
2020-04-28,69.43533,Bull
2020-04-29,69.06639,Bull
2020-04-30,70.04537,Sideways
2020-05-01,71.38432,Sideways
2020-05-04,71.39865,Bull
2020-05-05,71.86229,Bull
2020-05-06,72.686714,Bull
2020-05-07,73.49564,Bull
2020-05-08,74.27871,Bull
2020-05-11,75.59342,Bull
2020-05-12,76.87935,Bull
2020-05-13,76.99354,Bull
2020-05-14,76.475586,Bull
2020-05-15,76.44966,Bull
2020-05-18,76.22826,Bull
2020-05-19,77.075195,Bull
2020-05-20,77.29194,Bull
2020-05-21,78.15832,Bull
2020-05-22,78.283134,Bull
2020-05-26,78.56421,Bull
2020-05-27,78.41818,Bull
2020-05-28,78.50749,Bull
2020-05-29,78.582726,Bull
2020-06-01,78.57586,Bull
2020-06-02,79.08553,Bull
2020-06-03,79.55007,Bull
2020-06-04,79.996605,Bull
2020-06-05,79.830414,Bull
2020-06-08,80.93093,Bull
2020-06-09,81.77699,Bull
2020-06-10,83.543594,Bull
2020-06-11,85.585075,Bull
2020-06-12,84.300385,Bull
2020-06-15,83.88573,Bull
2020-06-16,84.30698,Bull
2020-06-17,85.7573,Bull
2020-06-18,86.424545,Bull
2020-06-19,86.70075,Bull
2020-06-22,86.53815,Bull
2020-06-23,87.647125,Bull
2020-06-24,89.25056,Bull
2020-06-25,89.163574,Bull
2020-06-26,89.65013,Bull
2020-06-29,88.42922,Bull
2020-06-30,88.83994,Bull
2020-07-01,89.53183,Bull
2020-07-02,89.77646,Bull
2020-07-06,89.86085,Bull
2020-07-07,91.17731,Bull
2020-07-08,91.7066,Bull
2020-07-09,93.04744,Bull
2020-07-10,93.931656,Bull
2020-07-13,94.39847,Bull
2020-07-14,94.35428,Bull
2020-07-15,95.13846,Bull
2020-07-16,95.90466,Bull
2020-07-17,95.621155,Bull
2020-07-20,95.32333,Bull
2020-07-21,96.25935,Bull
2020-07-22,96.05028,Bull
2020-07-23,96.026825,Bull
2020-07-24,93.6889,Bull
2020-07-27,92.349205,Bull
2020-07-28,92.95719,Bull
2020-07-29,92.53473,Bull
2020-07-30,93.218956,Bull
2020-07-31,94.20905,Bull
2020-08-03,99.99802,Bull
2020-08-04,104.36621,Bull
2020-08-05,106.66336,Bull
2020-08-06,107.79946,Bull
2020-08-07,110.27616,Bull
2020-08-10,110.136665,Bull
2020-08-11,110.76716,Bull
2020-08-12,109.33996,Bull
2020-08-13,110.479866,Bull
2020-08-14,112.22018,Bull
2020-08-17,113.00223,Bull
2020-08-18,113.14376,Bull
2020-08-19,113.67406,Bull
2020-08-20,114.019554,Bull
2020-08-21,115.521225,Bull
2020-08-24,119.492035,Bull
2020-08-25,122.24714,Bull
2020-08-26,122.89092,Bull
2020-08-27,123.95108,Bull
2020-08-28,123.671104,Bull
2020-08-31,123.357574,Bull
2020-09-01,125.4412,Bull
2020-09-02,129.2452,Bull
2020-09-03,129.63332,Bull
2020-09-04,124.06981,Bull
2020-09-08,121.20143,Bull
2020-09-09,115.76903,Bull
2020-09-10,115.49281,Bull
2020-09-11,113.664795,Bull
2020-09-14,111.93898,Bull
2020-09-15,112.921455,Bull
2020-09-16,113.63046,Bull
2020-09-17,112.1353,Bull
2020-09-18,110.3655,Bull
2020-09-21,107.68799,Bull
2020-09-22,108.11311,Bull
2020-09-23,109.41254,Bull
2020-09-24,107.58375,Bull
2020-09-25,107.12861,Bull
2020-09-28,109.14782,Bull
2020-09-29,111.640114,Bull
2020-09-30,112.351326,Bull
2020-10-01,113.47317,Bull
2020-10-02,114.53095,Bull
2020-10-05,113.02551,Bull
2020-10-06,114.01371,Bull
2020-10-07,112.86274,Bull
2020-10-08,113.21584,Bull
2020-10-09,113.41424,Bull
2020-10-12,114.55003,Bull
2020-10-13,119.04203,Bull
2020-10-14,119.57033,Bull
2020-10-15,119.61396,Bull
2020-10-16,119.354225,Bull
2020-10-19,118.3296,Bull
2020-10-20,116.21344,Bull
2020-10-21,115.984344,Bull
2020-10-22,115.65987,Bull
2020-10-23,114.91387,Bull
2020-10-26,114.170265,Bull
2020-10-27,113.83382,Bull
2020-10-28,114.52083,Bull
2020-10-29,112.04993,Bull
2020-10-30,112.89309,Bull
2020-11-02,110.07696,Bull
2020-11-03,108.5091,Bull
2020-11-04,108.74877,Bull
2020-11-05,111.34874,Bull
2020-11-06,114.835365,Bull
2020-11-09,116.4142,Bull
2020-11-10,115.76716,Bull
2020-11-11,115.14987,Bull
2020-11-12,116.73033,Bull
2020-11-13,117.445335,Bull
2020-11-16,117.74654,Bull
2020-11-17,118.40897,Bull
2020-11-18,118.25624,Bull
2020-11-19,117.41933,Bull
2020-11-20,117.31692,Bull
2020-11-23,116.630455,Bull
2020-11-24,114.43694,Bull
2020-11-25,114.03545,Bull
2020-11-27,114.41664,Bull
2020-11-30,114.93404,Bull
2020-12-01,116.47632,Bull
2020-12-02,119.18125,Bull
2020-12-03,120.68122,Bull
2020-12-04,121.21977,Bull
2020-12-07,121.045044,Bull
2020-12-08,121.71452,Bull
2020-12-09,122.408035,Bull
2020-12-10,121.35814,Bull
2020-12-11,121.540825,Bull
2020-12-14,121.26486,Bull
2020-12-15,120.77843,Bull
2020-12-16,123.757645,Bull
2020-12-17,125.29915,Bull
2020-12-18,126.38362,Bull
2020-12-21,125.778595,Bull
2020-12-22,126.22618,Bull
2020-12-23,128.4196,Bull
2020-12-24,129.04854,Bull
2020-12-28,129.7721,Bull
2020-12-29,132.59227,Bull
2020-12-30,133.05699,Bull
2020-12-31,132.52165,Bull
2021-01-04,131.67676,Bull
2021-01-05,129.54868,Bull
2021-01-06,129.33965,Bull
2021-01-07,127.04199,Bull
2021-01-08,128.13454,Bull
2021-01-11,129.43726,Bull
2021-01-12,128.42854,Bull
2021-01-13,127.72811,Bull
2021-01-14,128.52654,Bull
2021-01-15,127.94212,Bull
2021-01-19,126.65664,Bull
2021-01-20,126.38827,Bull
2021-01-21,128.5384,Bull
2021-01-22,132.21483,Bull
2021-01-25,135.14444,Bull
2021-01-26,138.4579,Bull
2021-01-27,140.12407,Bull
2021-01-28,140.21129,Bull
2021-01-29,137.55128,Bull
2021-02-01,133.47603,Bull
2021-02-02,132.67538,Bull
2021-02-03,132.95895,Bull
2021-02-04,132.60168,Bull
2021-02-05,134.20879,Bull
2021-02-08,134.83913,Bull
2021-02-09,135.1444,Bull
2021-02-10,134.79024,Bull
2021-02-11,134.26196,Bull
2021-02-12,133.87361,Bull
2021-02-16,133.83136,Bull
2021-02-17,132.68585,Bull
2021-02-18,130.85588,Bull
2021-02-19,129.38081,Sideways
2021-02-22,128.81126,Sideways
2021-02-23,126.56442,Bear
2021-02-24,125.35617,Bear
2021-02-25,124.59608,Sideways
2021-02-26,121.971466,Sideways
2021-03-01,120.79385,Sideways
2021-03-02,123.78786,Sideways
2021-03-03,124.005005,Sideways
2021-03-04,122.3135,Sideways
2021-03-05,120.40066,Sideways
2021-03-08,120.19247,Bear
2021-03-09,117.52836,Bear
2021-03-10,118.65364,Bear
2021-03-11,118.81627,Sideways
2021-03-12,119.87411,Sideways
2021-03-15,119.92114,Sideways
2021-03-16,121.441986,Bear
2021-03-17,123.063484,Bear
2021-03-18,123.38466,Bear
2021-03-19,121.218765,Bear
2021-03-22,119.78974,Bear
2021-03-23,120.97859,Bear
2021-03-24,121.236694,Bear
2021-03-25,120.002106,Bear
2021-03-26,119.60801,Bear
2021-03-29,119.80717,Bear
2021-03-30,120.029625,Bear
2021-03-31,119.34505,Bear
2021-04-01,120.16319,Bear
2021-04-05,121.079636,Bear
2021-04-06,123.03541,Bear
2021-04-07,124.15852,Bear
2021-04-08,125.512886,Bear
2021-04-09,127.44549,Bear
2021-04-12,129.75833,Bear
2021-04-13,129.915,Sideways
2021-04-14,131.53648,Sideways
2021-04-15,131.10844,Sideways
2021-04-16,132.08981,Bear
2021-04-19,132.4497,Bear
2021-04-20,132.93597,Bear
2021-04-21,132.25731,Bear
2021-04-22,132.08205,Bear
2021-04-23,131.21289,Sideways
2021-04-26,132.02637,Bear
2021-04-27,132.71303,Sideways
2021-04-28,132.84503,Sideways
2021-04-29,132.44475,Bull
2021-04-30,132.1767,Bull
2021-05-03,130.99907,Sideways
2021-05-04,130.97331,Bull
2021-05-05,128.56125,Sideways
2021-05-06,127.44134,Bull
2021-05-07,127.87245,Bull
2021-05-10,128.52794,Bull
2021-05-11,127.06507,Sideways
2021-05-12,125.76647,Bear
2021-05-13,123.52189,Bear
2021-05-14,123.59778,Bear
2021-05-17,125.08498,Bear
2021-05-18,125.22698,Bear
2021-05-19,124.45602,Bear
2021-05-20,123.961365,Bear
2021-05-21,125.13643,Sideways
2021-05-24,124.78385,Bear
2021-05-25,125.409645,Bear
2021-05-26,125.6511,Bear
2021-05-27,125.711426,Bear
2021-05-28,124.8986,Bear
2021-06-01,124.118996,Bear
2021-06-02,123.59022,Bear
2021-06-03,123.77593,Bear
2021-06-04,123.101006,Bear
2021-06-07,123.980034,Sideways
2021-06-08,124.48327,Sideways
2021-06-09,125.13332,Sideways
2021-06-10,125.64573,Sideways
2021-06-11,125.33307,Sideways
2021-06-14,125.794785,Sideways
2021-06-15,127.70768,Sideways
2021-06-16,128.22974,Sideways
2021-06-17,128.65233,Bear
2021-06-18,129.70659,Bear
2021-06-21,129.5276,Sideways
2021-06-22,130.34207,Sideways
2021-06-23,131.66373,Sideways
2021-06-24,132.15308,Sideways
2021-06-25,132.17378,Sideways
2021-06-28,131.99788,Sideways
2021-06-29,132.78758,Sideways
2021-06-30,134.02654,Sideways
2021-07-01,134.95341,Sideways
2021-07-02,135.52214,Sideways
2021-07-06,137.17813,Sideways
2021-07-07,139.0878,Sideways
2021-07-08,141.3188,Bear
2021-07-09,141.6607,Bear
2021-07-12,142.68686,Bear
2021-07-13,142.88069,Bear
2021-07-14,143.52039,Bear
2021-07-15,145.68634,Bear
2021-07-16,146.41954,Sideways
2021-07-19,145.57082,Sideways
2021-07-20,143.01788,Sideways
2021-07-21,143.69453,Bear
2021-07-22,143.80914,Sideways
2021-07-23,144.56178,Bear
2021-07-26,145.86841,Bear
2021-07-27,146.72453,Bear
2021-07-28,145.92242,Bear
2021-07-29,144.51501,Sideways
2021-07-30,144.18336,Sideways
2021-08-02,144.21408,Sideways
2021-08-03,144.0713,Bear
2021-08-04,144.96126,Bear
2021-08-05,145.21516,Bear
2021-08-06,145.34929,Bear
2021-08-09,145.03514,Bear
2021-08-10,144.83826,Bear
2021-08-11,144.49815,Bear
2021-08-12,144.47093,Bear
2021-08-13,146.07126,Bear
2021-08-16,147.01205,Bear
2021-08-17,148.4624,Bear
2021-08-18,148.66801,Bear
2021-08-19,146.67337,Sideways
2021-08-20,145.80852,Sideways
2021-08-23,146.26807,Sideways
2021-08-24,147.35817,Sideways
2021-08-25,147.84656,Bull
2021-08-26,147.36986,Bull
2021-08-27,146.66219,Bull
2021-08-30,146.88293,Bull
2021-08-31,149.41557,Bull
2021-09-01,150.03586,Bull
2021-09-02,150.5588,Bull
2021-09-03,151.39154,Bull
2021-09-07,152.13348,Bull
2021-09-08,153.72195,Bull
2021-09-09,153.67175,Bull
2021-09-10,153.00487,Bull
2021-09-13,149.98691,Bull
2021-09-14,148.77176,Bull
2021-09-15,147.57628,Bull
2021-09-16,147.50842,Bull
2021-09-17,147.41808,Bull
2021-09-20,145.93724,Bull
2021-09-21,143.53145,Bull
2021-09-22,142.63199,Bull
2021-09-23,143.58534,Bull
2021-09-24,144.64725,Bull
2021-09-27,145.18333,Bull
2021-09-28,144.57886,Bull
2021-09-29,142.41075,Bull
2021-09-30,141.80905,Bull
2021-10-01,140.92981,Bull
2021-10-04,141.1154,Bull
2021-10-05,139.41454,Sideways
2021-10-06,139.55771,Bear
2021-10-07,140.2042,Bear
2021-10-08,141.20816,Bear
2021-10-11,141.48201,Bear
2021-10-12,141.51425,Bear
2021-10-13,140.82967,Bear
2021-10-14,140.15727,Bear
2021-10-15,141.35252,Bear
2021-10-18,142.58202,Bear
2021-10-19,144.04512,Bear
2021-10-20,145.89027,Bear
2021-10-21,147.02023,Bear
2021-10-22,147.60979,Bear
2021-10-25,147.43327,Bear
2021-10-26,147.28229,Bear
2021-10-27,147.57487,Bear
2021-10-28,147.49037,Bear
2021-10-29,149.38414,Bear
2021-11-01,148.91568,Sideways
2021-11-02,148.11612,Sideways
2021-11-03,148.28934,Sideways
2021-11-04,149.20125,Bull
2021-11-05,149.38458,Bull
2021-11-08,149.70781,Bull
2021-11-09,149.42265,Bull
2021-11-10,149.45052,Bull
2021-11-11,147.96214,Bull
2021-11-12,147.16362,Bull
2021-11-15,147.95732,Bull
2021-11-16,148.42178,Bull
2021-11-17,149.13857,Bull
2021-11-18,150.79005,Bull
2021-11-19,153.90187,Bull
2021-11-22,156.81769,Bull
2021-11-23,158.3838,Bull
2021-11-24,159.22356,Bull
2021-11-26,159.84476,Bull
2021-11-29,157.42882,Bull
2021-11-30,157.94513,Bull
2021-12-01,161.01373,Bull
2021-12-02,162.292,Bull
2021-12-03,162.23746,Bull
2021-12-06,161.1279,Bull
2021-12-07,162.38298,Bull
2021-12-08,166.16542,Bull
2021-12-09,170.0795,Bull
2021-12-10,171.60074,Bull
2021-12-13,174.70042,Bull
2021-12-14,174.28052,Bull
2021-12-15,173.14647,Bull
2021-12-16,175.18257,Bull
2021-12-17,172.63658,Bull
2021-12-20,170.61647,Bull
2021-12-21,169.00401,Bull
2021-12-22,169.98557,Bull
2021-12-23,171.97078,Bull
2021-12-27,173.26724,Bull
2021-12-28,175.92409,Bull
2021-12-29,176.67561,Bull
2021-12-30,176.95108,Bull
2021-12-31,176.4366,Bull
2022-01-03,175.82945,Bull
2022-01-04,177.86053,Bull
2022-01-05,177.74461,Bull
2022-01-06,175.07268,Bull
2022-01-07,172.17912,Bull
2022-01-10,170.93674,Bull
2022-01-11,170.47977,Bull
2022-01-12,171.82372,Bull
2022-01-13,172.77652,Bull
2022-01-14,171.4418,Bull
2022-01-18,171.15317,Bull
2022-01-19,169.37773,Bull
2022-01-20,166.61137,Bull
2022-01-21,164.38904,Sideways
2022-01-24,162.30705,Sideways
2022-01-25,160.94861,Bear
2022-01-26,159.40427,Bear
2022-01-27,158.63647,Bear
2022-01-28,158.08263,Bear
2022-01-31,163.65567,Bear
2022-02-01,168.88937,Sideways
2022-02-02,171.1619,Bull
2022-02-03,172.66066,Bull
2022-02-04,171.76859,Bull
2022-02-07,171.07207,Bull
2022-02-08,170.39072,Bull
2022-02-09,171.74081,Bull
2022-02-10,173.23772,Bull
2022-02-11,171.75685,Bull
2022-02-14,169.08296,Bull
2022-02-15,167.91919,Sideways
2022-02-16,169.52515,Bear
2022-02-17,170.29807,Sideways
2022-02-18,168.67845,Sideways
2022-02-22,166.96732,Sideways
2022-02-23,164.62074,Sideways
2022-02-24,161.28204,Bear
2022-02-25,161.09753,Bear
2022-02-28,162.30838,Bear
2022-03-01,163.08243,Bear
2022-03-02,162.39853,Bear
2022-03-03,163.75702,Bear
2022-03-04,164.32722,Bear
2022-03-07,162.9349,Bear
2022-03-08,160.1504,Bear
2022-03-09,157.81927,Bear
2022-03-10,159.67557,Sideways
2022-03-11,158.4504,Sideways
2022-03-14,155.70822,Sideways
2022-03-15,152.19975,Sideways
2022-03-16,152.90189,Sideways
2022-03-17,155.84166,Sideways
2022-03-18,157.856,Bear
2022-03-21,160.47798,Bear
2022-03-22,162.4443,Bear
2022-03-23,165.10425,Bear
2022-03-24,167.0895,Sideways
2022-03-25,169.97513,Bull
2022-03-28,171.68887,Bull
2022-03-29,172.8631,Bull
2022-03-30,175.12383,Bull
2022-03-31,175.60419,Bull
2022-04-01,174.07121,Bull
2022-04-04,173.09929,Bull
2022-04-05,174.84924,Bull
2022-04-06,174.04951,Bull
2022-04-07,171.84395,Bull
2022-04-08,170.91676,Bull
2022-04-11,169.50017,Bull
2022-04-12,166.55183,Bull
2022-04-13,166.11275,Bull
2022-04-14,167.49608,Bull
2022-04-18,165.55869,Bull
2022-04-19,164.35493,Bull
2022-04-20,165.06949,Sideways
2022-04-21,165.42078,Sideways
2022-04-22,165.13232,Sideways
2022-04-25,162.53368,Bear
2022-04-26,161.77911,Bear
2022-04-27,158.35483,Bear
2022-04-28,156.50677,Bear
2022-04-29,159.46896,Bear
2022-05-02,157.96576,Bear
2022-05-03,157.16605,Bear
2022-05-04,157.64102,Bear
2022-05-05,161.36465,Bear
2022-05-06,158.40553,Bear
2022-05-09,157.03671,Bear
2022-05-10,153.76175,Sideways
2022-05-11,153.44139,Sideways
2022-05-12,149.25021,Sideways
2022-05-13,145.01439,Sideways
2022-05-16,145.47742,Sideways
2022-05-17,145.14305,Sideways
2022-05-18,146.88861,Sideways
2022-05-19,143.3599,Sideways
2022-05-20,139.58382,Sideways
2022-05-23,137.96834,Bear
2022-05-24,140.28098,Bear
2022-05-25,140.12047,Bear
2022-05-26,139.9749,Bear
2022-05-27,141.63147,Bear
2022-05-31,145.59325,Bear
2022-06-01,147.1209,Bear
2022-06-02,147.60097,Bear
2022-06-03,149.07816,Bear
2022-06-06,146.73996,Bear
2022-06-07,145.84311,Bear
2022-06-08,146.88203,Bear
2022-06-09,147.08023,Bear
2022-06-10,144.3083,Bear
2022-06-13,139.94438,Bear
2022-06-14,135.07004,Bear
2022-06-15,133.27458,Bear
2022-06-16,134.05437,Bear
2022-06-17,131.71585,Bear
2022-06-21,131.24332,Bear
2022-06-22,133.42328,Bear
2022-06-23,134.30403,Bear
2022-06-24,136.17014,Bear
2022-06-27,138.87712,Bear
2022-06-28,140.16599,Bear
2022-06-29,138.4354,Bear
2022-06-30,138.40968,Bear
2022-07-01,137.17694,Bear
2022-07-05,137.71114,Bear
2022-07-06,139.45677,Bear
2022-07-07,141.04808,Bear
2022-07-08,143.57848,Bear
2022-07-11,145.15733,Bear
2022-07-12,144.67542,Bear
2022-07-13,144.85512,Bear
2022-07-14,144.78584,Bear
2022-07-15,146.31523,Bear
2022-07-18,148.01056,Bear
2022-07-19,147.15968,Bear
2022-07-20,148.69092,Bear
2022-07-21,150.61386,Bear
2022-07-22,152.73412,Bear
2022-07-25,153.05185,Bear
2022-07-26,152.48853,Bear
2022-07-27,151.46931,Bear
2022-07-28,153.71346,Bear
2022-07-29,155.23354,Sideways
2022-08-01,158.59671,Sideways
2022-08-02,159.7192,Sideways
2022-08-03,159.30827,Sideways
2022-08-04,162.24594,Bear
2022-08-05,163.6253,Bear
2022-08-08,164.04121,Bear
2022-08-09,163.92372,Sideways
2022-08-10,163.86777,Sideways
2022-08-11,166.11754,Sideways
2022-08-12,166.89172,Sideways
2022-08-15,169.04967,Sideways
2022-08-16,170.69052,Sideways
2022-08-17,171.32538,Sideways
2022-08-18,172.35295,Sideways
2022-08-19,172.6391,Sideways
2022-08-22,171.34984,Sideways
2022-08-23,168.5981,Sideways
2022-08-24,167.07877,Sideways
2022-08-25,166.61885,Sideways
2022-08-26,167.78365,Sideways
2022-08-29,165.04524,Sideways
2022-08-30,162.37903,Sideways
2022-08-31,159.86618,Sideways
2022-09-01,157.83649,Sideways
2022-09-02,157.32582,Sideways
2022-09-06,156.0479,Sideways
2022-09-07,154.7381,Sideways
2022-09-08,154.88841,Sideways
2022-09-09,154.25159,Sideways
2022-09-12,155.44362,Sideways
2022-09-13,159.28708,Sideways
2022-09-14,156.14925,Sideways
2022-09-15,155.06616,Sideways
2022-09-16,153.14851,Sideways
2022-09-19,151.34073,Sideways
2022-09-20,152.51619,Sideways
2022-09-21,154.50911,Bear
2022-09-22,153.78883,Bear
2022-09-23,152.77568,Bear
2022-09-26,151.07608,Bear
2022-09-27,150.43782,Bear
2022-09-28,150.73352,Bear
2022-09-29,149.91011,Bear
2022-09-30,145.57175,Bear
2022-10-03,141.10599,Bear
2022-10-04,141.30746,Bear
2022-10-05,143.61423,Bear
2022-10-06,144.95033,Bear
2022-10-07,144.98317,Bear
2022-10-10,142.08904,Bear
2022-10-11,140.7618,Bear
2022-10-12,139.48866,Bear
2022-10-13,138.56947,Bear
2022-10-14,140.63272,Bear
2022-10-17,139.31404,Bear
2022-10-18,140.6363,Bear
2022-10-19,142.11174,Bear
2022-10-20,142.8525,Bear
2022-10-21,142.897,Bear
2022-10-24,144.92876,Bear
2022-10-25,147.13257,Bear
2022-10-26,149.67711,Bear
2022-10-27,149.28246,Bear
2022-10-28,146.51962,Sideways
2022-10-31,150.89645,Bear
2022-11-01,152.06827,Sideways
2022-11-02,150.9871,Sideways
2022-11-03,147.38766,Sideways
2022-11-04,142.33612,Bear
2022-11-07,139.79669,Bear
2022-11-08,139.07549,Bear
2022-11-09,139.16096,Bear
2022-11-10,136.7848,Bear
2022-11-11,141.9105,Bear
2022-11-14,146.20865,Sideways
2022-11-15,147.3649,Sideways
2022-11-16,148.63199,Sideways
2022-11-17,148.55928,Sideways
2022-11-18,149.46948,Sideways
2022-11-21,150.25063,Bear
2022-11-22,148.8666,Bear
2022-11-23,149.25316,Bear
2022-11-25,150.01111,Bear
2022-11-28,148.81439,Bear
2022-11-29,146.08827,Sideways
2022-11-30,143.13284,Sideways
2022-12-01,145.4042,Sideways
2022-12-02,146.90868,Sideways
2022-12-05,147.28041,Sideways
2022-12-06,146.75417,Sideways
2022-12-07,144.48743,Sideways
2022-12-08,142.30092,Sideways
2022-12-09,142.21405,Sideways
2022-12-12,142.04216,Sideways
2022-12-13,143.19131,Sideways
2022-12-14,144.31465,Bear
2022-12-15,143.62646,Bear
2022-12-16,139.63918,Bear
2022-12-19,136.55722,Bear
2022-12-20,134.06602,Sideways
2022-12-21,132.92357,Sideways
2022-12-22,134.1551,Sideways
2022-12-23,133.14775,Sideways
2022-12-27,132.34766,Sideways
2022-12-28,131.0181,Bear
2022-12-29,128.25026,Bear
2022-12-30,128.79446,Bear
2023-01-03,129.4163,Bear
2023-01-04,127.113625,Bear
2023-01-05,126.56426,Bear
2023-01-06,125.705925,Bear
2023-01-09,127.74258,Bear
2023-01-10,129.13367,Bear
2023-01-11,130.0368,Bear
2023-01-12,131.88786,Bear
2023-01-13,132.75117,Bear
2023-01-17,133.80429,Bear
2023-01-18,134.92703,Bear
2023-01-19,135.05896,Bear
2023-01-20,135.09262,Bear
2023-01-23,136.48602,Bear
2023-01-24,138.92891,Bear
2023-01-25,140.8646,Bear
2023-01-26,141.36401,Bear
2023-01-27,142.62051,Bear
2023-01-30,144.28867,Bear
2023-01-31,143.52574,Bear
2023-02-01,143.71497,Bear
2023-02-02,144.46724,Bear
2023-02-03,147.7014,Bear
2023-02-06,151.27731,Bear
2023-02-07,151.46732,Bear
2023-02-08,152.89336,Bear
2023-02-09,152.18153,Bear
2023-02-10,151.17464,Bear
2023-02-13,150.89671,Bear
2023-02-14,152.3203,Bear
2023-02-15,152.73093,Bear
2023-02-16,153.98355,Bear
2023-02-17,153.75043,Bear
2023-02-21,152.94026,Bear
2023-02-22,150.38083,Bear
2023-02-23,149.33427,Bear
2023-02-24,149.20882,Bear
2023-02-27,147.7802,Bear
2023-02-28,147.68747,Bear
2023-03-01,147.45465,Bear
2023-03-02,146.22362,Bear
2023-03-03,145.91675,Bear
2023-03-06,148.54636,Bear
2023-03-07,151.40787,Bear
2023-03-08,151.54604,Sideways
2023-03-09,152.11548,Sideways
2023-03-10,151.19696,Sideways
2023-03-13,149.58151,Sideways
2023-03-14,149.84737,Sideways
2023-03-15,151.20764,Sideways
2023-03-16,152.10681,Bear
2023-03-17,154.00182,Sideways
2023-03-20,154.47835,Sideways
2023-03-21,155.87933,Sideways
2023-03-22,157.57048,Sideways
2023-03-23,157.59567,Sideways
2023-03-24,158.08917,Sideways
2023-03-27,159.04294,Sideways
2023-03-28,158.46786,Sideways
2023-03-29,157.78134,Sideways
2023-03-30,159.11122,Sideways
2023-03-31,160.68098,Bear
2023-04-03,162.75125,Bear
2023-04-04,164.39586,Bear
2023-04-05,164.83693,Bull
