Date,Predicted,RegimeCode,Actual_Price
2018-07-23,46.090767,-1,45.384864807128906
2018-07-24,46.115044,-1,45.71409606933594
2018-07-25,46.30616,-1,46.14519119262695
2018-07-26,46.6403,-1,46.00070190429688
2018-07-27,46.724968,-1,45.23563003540039
2018-07-30,46.330864,-1,44.98220443725586
2018-07-31,45.980286,-1,45.07219696044922
2018-08-01,45.870636,0,47.72740936279297
2018-08-02,47.283733,0,49.12252807617188
2018-08-03,48.794373,1,49.26464080810547
2018-08-06,49.574814,1,49.52044677734375
2018-08-07,50.027756,1,49.05620193481445
2018-08-08,49.96352,1,49.08936309814453
2018-08-09,49.92019,1,49.47544097900391
2018-08-10,50.113476,1,49.32807540893555
2018-08-13,50.138515,1,49.64659118652344
2018-08-14,50.3137,1,49.85575485229492
2018-08-15,50.51874,1,49.97222518920898
2018-08-16,50.67913,1,50.70431137084961
2018-08-17,51.149784,1,51.71688461303711
2018-08-20,51.93924,1,51.21297836303711
2018-08-21,52.049297,1,51.11313247680664
2018-08-22,52.002495,1,51.115516662597656
2018-08-23,51.972855,1,51.22010040283203
2018-08-24,52.018005,1,51.37935256958008
2018-08-27,52.130985,1,51.80244827270508
2018-08-28,52.4185,1,52.22077941894531
2018-08-29,52.79061,1,53.00040054321289
2018-08-30,53.392925,1,53.48768997192383
2018-08-31,53.951347,1,54.10568237304688
2018-09-04,54.543335,1,54.2791862487793
2018-09-05,54.913578,1,53.92502975463867
2018-09-06,54.87772,1,53.02893829345703
2018-09-07,54.3475,1,52.60107803344727
2018-09-10,53.83901,1,51.8951416015625
2018-09-11,53.221725,1,53.20719909667969
2018-09-12,53.645813,1,52.546424865722656
2018-09-13,53.54763,1,53.81568145751953
2018-09-14,54.160522,1,53.20481491088867
2018-09-17,54.155235,1,51.78818893432617
2018-09-18,53.340565,1,51.873756408691406
2018-09-19,52.959843,1,51.90465545654297
2018-09-20,52.829082,1,52.29921722412109
2018-09-21,52.999786,1,51.73590469360352
2018-09-24,52.790264,1,52.479862213134766
2018-09-25,53.074516,1,52.8126220703125
2018-09-26,53.418346,1,52.39191436767578
2018-09-27,53.351048,1,53.46866989135742
2018-09-28,53.880714,1,53.65644454956055
2018-10-01,54.26564,1,54.01773071289063
2018-10-02,54.630985,1,54.49786758422852
2018-10-03,55.06027,1,55.16101837158203
2018-10-04,55.62429,1,54.191253662109375
2018-10-05,55.36475,1,53.311790466308594
2018-10-08,54.71356,1,53.18818283081055
2018-10-09,54.32165,1,53.92502975463867
2018-10-10,54.55986,1,51.42689514160156
2018-10-11,53.34803,1,50.972900390625
2018-10-12,52.448647,1,52.79361343383789
2018-10-15,53.04645,1,51.66457748413086
2018-10-16,52.801823,1,52.80312347412109
2018-10-17,53.254906,1,52.57494354248047
2018-10-18,53.383404,1,51.34606552124024
2018-10-19,52.751293,1,52.12808609008789
2018-10-22,52.83732,1,52.44658660888672
2018-10-23,53.096664,1,52.94098663330078
2018-10-24,53.496773,1,51.125030517578125
2018-10-25,52.699913,1,52.24455261230469
2018-10-26,52.86622,1,51.41263198852539
2018-10-29,52.55113,1,50.447601318359375
2018-10-30,51.84869,1,50.69956588745117
2018-10-31,51.637196,1,52.0211296081543
2018-11-01,52.291527,1,52.819766998291016
2018-11-02,53.083775,1,49.31618881225586
2018-11-05,51.546894,1,47.91619110107422
2018-11-06,49.92522,1,48.434364318847656
2018-11-07,49.454536,-1,49.90328979492188
2018-11-08,50.112034,-1,49.72917938232422
2018-11-09,50.39181,-1,48.77031707763672
2018-11-12,49.97249,-1,46.31355667114258
2018-11-13,48.393585,-1,45.8508186340332
2018-11-14,47.33801,-1,44.5556640625
2018-11-15,46.17783,0,45.65524291992188
2018-11-16,46.234528,0,46.1609001159668
2018-11-19,46.61339,0,44.33143997192383
2018-11-20,45.809555,0,42.21337890625
2018-11-21,44.20601,0,42.16567611694336
2018-11-23,43.3875,0,41.0947151184082
2018-11-26,42.475174,0,41.65047836303711
2018-11-27,42.3498,-1,41.559837341308594
2018-11-28,42.291656,-1,43.15792846679688
2018-11-29,43.139206,-1,42.82638931274414
2018-11-30,43.406593,0,42.59502410888672
2018-12-03,43.36547,0,44.08338928222656
2018-12-04,44.138046,-1,42.14420700073242
2018-12-06,43.489326,0,41.67433547973633
2018-12-07,42.8423,-1,40.18834686279297
2018-12-10,41.733574,-1,40.453102111816406
2018-12-11,41.33654,-1,40.22174072265625
2018-12-12,41.072643,-1,40.33383941650391
2018-12-13,41.01984,-1,40.77510833740234
2018-12-14,41.24886,-1,39.47040557861328
2018-12-17,40.660267,-1,39.10307312011719
2018-12-18,40.134754,-1,39.61112976074219
2018-12-19,40.172813,-1,38.37559509277344
2018-12-20,39.552345,-1,37.40719604492188
2018-12-21,38.694576,-1,35.95221710205078
2018-12-24,37.488953,-1,35.02199935913086
2018-12-26,36.40159,-1,37.4882926940918
2018-12-27,37.251194,-1,37.2449951171875
2018-12-28,37.634853,-1,37.26407623291016
2018-12-31,37.79098,-1,37.62424850463867
2019-01-02,38.043865,-1,37.66717529296875
2019-01-03,38.189873,-1,33.915252685546875
2019-01-04,36.20381,-1,35.36307907104492
2019-01-07,35.938507,-1,35.28435134887695
2019-01-08,35.884186,-1,35.95698928833008
2019-01-09,36.23915,-1,36.56761169433594
2019-01-10,36.761856,-1,36.68448257446289
2019-01-11,37.077175,-1,36.32431411743164
2019-01-14,37.01256,-1,35.778099060058594
2019-01-15,36.6602,-1,36.5103645324707
2019-01-16,36.878464,-1,36.95639419555664
2019-01-17,37.259663,-1,37.17583465576172
2019-01-18,37.566044,-1,37.40481948852539
2019-01-22,37.82771,-1,36.565223693847656
2019-01-23,37.487915,-1,36.71310043334961
2019-01-24,37.373123,-1,36.42210388183594
2019-01-25,37.176266,-1,37.62902069091797
2019-01-28,37.738583,-1,37.2807846069336
2019-01-29,37.857445,-1,36.89437484741211
2019-01-30,37.672905,-1,39.4155387878418
2019-01-31,38.943382,-1,39.69937896728516
2019-02-01,39.779068,-1,39.71846008300781
2019-02-04,40.147522,-1,40.84667205810547
2019-02-05,40.903465,-1,41.54551696777344
2019-02-06,41.659576,-1,41.559837341308594
2019-02-07,42.017483,-1,40.772708892822266
2019-02-08,41.728813,-1,40.82063293457031
2019-02-11,41.581223,-1,40.58588409423828
2019-02-12,41.395233,-1,40.93561935424805
2019-02-13,41.498425,-1,40.76553726196289
2019-02-14,41.472343,-1,40.91405487060547
2019-02-15,41.533154,-1,40.82301330566406
2019-02-19,41.51725,-1,40.94517517089844
2019-02-20,41.57163,-1,41.20869064331055
2019-02-21,41.745033,-1,40.97633361816406
2019-02-22,41.706055,-1,41.43387222290039
2019-02-25,41.923973,-1,41.73569488525391
2019-02-26,42.205864,-1,41.759647369384766
2019-02-27,42.35328,-1,41.88898468017578
