Price,Close,RegimeCode
Ticker,MSFT,0
Date,,0
2020-04-06,158.19293212890625,-1
2020-04-07,156.4891815185547,-1
2020-04-08,158.05894470214844,-1
2020-04-09,158.0684814453125,-1
2020-04-13,158.42262268066406,-1
2020-04-14,166.261962890625,-1
2020-04-15,164.51988220214844,-1
2020-04-16,169.45889282226562,-1
2020-04-17,170.95211791992188,-1
2020-04-20,167.563720703125,-1
2020-04-21,160.6337432861328,-1
2020-04-22,166.0896759033203,-1
2020-04-23,164.07957458496094,-1
2020-04-24,167.07553100585938,-1
2020-04-27,166.59695434570312,-1
2020-04-28,162.53851318359375,-1
2020-04-29,169.8322296142578,-1
2020-04-30,171.53599548339844,-1
2020-05-01,167.09469604492188,-1
2020-05-04,171.181884765625,-1
2020-05-05,173.0196075439453,-1
2020-05-06,174.72341918945312,-1
2020-05-07,175.73802185058594,-1
2020-05-08,176.7717742919922,-1
2020-05-11,178.7435302734375,-1
2020-05-12,174.69471740722656,-1
2020-05-13,172.0528564453125,-1
2020-05-14,172.7994842529297,-1
2020-05-15,175.3168487548828,-1
2020-05-18,176.99192810058594,-1
2020-05-19,175.76673889160156,-1
2020-05-20,178.20472717285156,-1
2020-05-21,176.06430053710938,-1
2020-05-22,176.14109802246094,-1
2020-05-26,174.27899169921875,-1
2020-05-27,174.5093536376953,-1
2020-05-28,174.1157684326172,-1
2020-05-29,175.89154052734375,-1
2020-06-01,175.48838806152344,-1
2020-06-02,177.48486328125,-1
2020-06-03,177.91676330566406,-1
2020-06-04,175.57473754882812,-1
2020-06-05,179.68292236328125,-1
2020-06-08,180.79629516601562,-1
2020-06-09,182.17849731445312,-1
2020-06-10,188.93577575683594,-1
2020-06-11,178.7902374267578,-1
2020-06-12,180.20118713378906,-1
2020-06-15,181.35304260253906,-1
2020-06-16,185.79708862304688,-1
2020-06-17,186.440185546875,-1
2020-06-18,188.43666076660156,-1
2020-06-19,187.31362915039062,-1
2020-06-22,192.5160369873047,-1
2020-06-23,193.80221557617188,-1
2020-06-24,189.89561462402344,-1
2020-06-25,192.29525756835938,-1
2020-06-26,188.44625854492188,-1
2020-06-29,190.47157287597656,-1
2020-06-30,195.33798217773438,-1
2020-07-01,196.4801788330078,-1
2020-07-02,197.97750854492188,1
2020-07-06,202.23922729492188,1
2020-07-07,199.88763427734375,1
2020-07-08,204.28369140625,1
2020-07-09,205.71389770507812,1
2020-07-10,205.0899658203125,1
2020-07-13,198.75502014160156,1
2020-07-14,199.98362731933594,1
2020-07-15,199.6860809326172,1
2020-07-16,195.7314910888672,1
2020-07-17,194.7332763671875,1
2020-07-20,203.10311889648438,1
2020-07-21,200.36753845214844,1
2020-07-22,203.24710083007812,1
2020-07-23,194.40687561035156,1
2020-07-24,193.21669006347656,1
2020-07-27,195.66432189941406,1
2020-07-28,193.90782165527344,1
2020-07-29,195.86585998535156,1
2020-07-30,195.71231079101562,1
2020-07-31,196.77772521972656,1
2020-08-03,207.8447265625,1
2020-08-04,204.72525024414062,1
2020-08-05,204.3892822265625,1
2020-08-06,207.66236877441406,1
2020-08-07,203.94773864746094,1
2020-08-10,199.88763427734375,1
2020-08-11,195.2131805419922,0
2020-08-12,200.78988647460938,0
2020-08-13,200.3195343017578,0
2020-08-14,200.51150512695312,0
2020-08-17,201.8361358642578,0
2020-08-18,202.9975128173828,0
2020-08-19,201.76597595214844,0
2020-08-20,206.4613037109375,0
2020-08-21,204.96034240722656,1
2020-08-24,205.60498046875,1
2020-08-25,208.27981567382812,1
2020-08-26,212.78273010253906,1
2020-08-27,218.0072784423828,1
2020-08-28,220.24916076660156,1
2020-08-31,216.99705505371094,1
2020-09-01,218.67115783691406,1
2020-09-02,222.88543701171875,1
2020-09-03,209.07839965820312,1
2020-09-04,206.1438446044922,1
2020-09-08,194.99229431152344,1
2020-09-09,203.29580688476562,1
2020-09-10,197.59979248046875,1
2020-09-11,196.31044006347656,1
2020-09-14,197.63824462890625,1
2020-09-15,200.88076782226562,1
2020-09-16,197.29185485839844,1
2020-09-17,195.2328643798828,1
2020-09-18,192.8082275390625,1
2020-09-21,194.8768310546875,1
2020-09-22,199.5722198486328,1
2020-09-23,193.0006561279297,1
2020-09-24,195.50222778320312,1
2020-09-25,199.95709228515625,1
2020-09-28,201.51580810546875,1
2020-09-29,199.4182586669922,1
2020-09-30,202.3721466064453,1
2020-10-01,204.4215545654297,1
2020-10-02,198.3887939453125,1
2020-10-05,202.42022705078125,1
2020-10-06,198.1193389892578,1
2020-10-07,201.8910369873047,1
2020-10-08,202.61268615722656,1
2020-10-09,207.64479064941406,1
2020-10-12,213.0233154296875,1
2020-10-13,214.4280242919922,1
2020-10-14,212.50372314453125,1
2020-10-15,211.34910583496094,1
2020-10-16,211.34910583496094,1
2020-10-19,206.1149139404297,1
2020-10-20,206.52867126464844,1
2020-10-21,206.67298889160156,1
2020-10-22,206.75958251953125,1
2020-10-23,208.0489044189453,1
2020-10-26,202.13157653808594,1
2020-10-27,205.181640625,1
2020-10-28,195.01153564453125,1
2020-10-29,196.974365234375,0
2020-10-30,194.80947875976562,1
2020-11-02,194.67481994628906,0
2020-11-03,198.61968994140625,0
2020-11-04,208.2028350830078,0
2020-11-05,214.8417510986328,1
2020-11-06,215.2554931640625,1
2020-11-09,210.12713623046875,1
2020-11-10,203.02638244628906,1
2020-11-11,208.35678100585938,1
2020-11-12,207.28878784179688,1
2020-11-13,208.3182830810547,1
2020-11-16,209.0110626220703,1
2020-11-17,206.3458709716797,1
2020-11-18,203.62545776367188,0
2020-11-19,204.91812133789062,0
2020-11-20,202.9598388671875,1
2020-11-23,202.68972778320312,1
2020-11-24,206.30726623535156,0
2020-11-25,206.31692504882812,1
2020-11-27,207.62889099121094,1
2020-11-30,206.50987243652344,1
2020-12-01,208.5742645263672,1
2020-12-02,207.76393127441406,1
2020-12-03,206.6738739013672,1
2020-12-04,206.78956604003906,0
2020-12-07,206.7220916748047,0
2020-12-08,208.38136291503906,0
2020-12-09,204.3199920654297,0
2020-12-10,203.08523559570312,0
2020-12-11,205.72848510742188,0
2020-12-14,206.63526916503906,0
2020-12-15,206.5677490234375,0
2020-12-16,211.53587341308594,0
2020-12-17,211.6708984375,0
2020-12-18,210.87022399902344,0
2020-12-21,214.72897338867188,0
2020-12-22,216.03131103515625,0
2020-12-23,213.21444702148438,0
2020-12-24,214.88333129882812,0
2020-12-28,217.01524353027344,0
2020-12-29,216.23388671875,0
2020-12-30,213.85110473632812,0
2020-12-31,214.56494140625,0
2021-01-04,210.00201416015625,0
2021-01-05,210.20460510253906,0
2021-01-06,204.75413513183594,-1
2021-01-07,210.58082580566406,0
2021-01-08,211.8638153076172,0
2021-01-11,209.80908203125,0
2021-01-12,207.33944702148438,-1
2021-01-13,208.69967651367188,0
2021-01-14,205.49693298339844,0
2021-01-15,205.13998413085938,0
2021-01-19,208.79615783691406,-1
2021-01-20,216.4171905517578,0
2021-01-21,217.02490234375,0
2021-01-22,217.9702911376953,0
2021-01-25,221.4238739013672,0
2021-01-26,224.12496948242188,0
2021-01-27,224.67486572265625,0
2021-01-28,230.49188232421875,0
2021-01-29,223.76806640625,1
2021-02-01,231.1864776611328,0
2021-02-02,231.05140686035156,1
2021-02-03,234.41818237304688,0
2021-02-04,233.46311950683594,0
2021-02-05,233.64639282226562,0
2021-02-08,233.90687561035156,0
2021-02-09,235.16099548339844,0
2021-02-10,234.2445068359375,1
2021-02-11,235.8555450439453,1
2021-02-12,236.33787536621094,1
2021-02-16,235.0934295654297,1
2021-02-17,236.1183624267578,1
2021-02-18,235.72189331054688,1
2021-02-19,232.99522399902344,0
2021-02-22,226.74903869628906,0
2021-02-23,225.550048828125,0
2021-02-24,226.78770446777344,0
2021-02-25,221.4117431640625,0
2021-02-26,224.6895294189453,0
2021-03-01,229.09861755371094,-1
2021-03-02,226.13021850585938,0
2021-03-03,220.02902221679688,0
2021-03-04,219.22653198242188,0
2021-03-05,223.93533325195312,0
2021-03-08,219.86465454101562,0
2021-03-09,226.04319763183594,-1
2021-03-10,224.72821044921875,0
2021-03-11,229.28237915039062,0
2021-03-12,227.947998046875,0
2021-03-15,227.0391082763672,0
2021-03-16,229.8430938720703,0
2021-03-17,229.1952667236328,1
2021-03-18,223.08445739746094,0
2021-03-19,222.7267303466797,0
2021-03-22,228.1800994873047,0
2021-03-23,229.71743774414062,1
2021-03-24,227.66758728027344,1
2021-03-25,224.65081787109375,0
2021-03-26,228.6538543701172,1
2021-03-29,227.45492553710938,1
2021-03-30,224.17706298828125,0
2021-03-31,227.9673309326172,0
2021-04-01,234.32958984375,0
2021-04-05,240.82720947265625,0
2021-04-06,239.6572265625,1
2021-04-07,241.6297149658203,1
2021-04-08,244.86883544921875,1
2021-04-09,247.38282775878906,1
2021-04-12,247.44081115722656,1
2021-04-13,249.93545532226562,1
2021-04-14,247.1314239501953,1
2021-04-15,250.91200256347656,0
2021-04-16,252.1109161376953,1
2021-04-19,250.17718505859375,1
2021-04-20,249.71302795410156,1
2021-04-21,251.95623779296875,1
2021-04-22,248.6591339111328,1
2021-04-23,252.5074462890625,1
2021-04-26,252.89414978027344,1
2021-04-27,253.30026245117188,1
2021-04-28,246.13546752929688,1
2021-04-29,244.15333557128906,1
2021-04-30,243.83425903320312,1
2021-05-03,243.52487182617188,1
2021-05-04,239.58953857421875,1
2021-05-05,238.31321716308594,1
2021-05-06,241.46530151367188,1
2021-05-07,244.10498046875,1
2021-05-10,238.99972534179688,1
2021-05-11,238.08116149902344,0
2021-05-12,231.09042358398438,0
2021-05-13,234.987060546875,0
2021-05-14,239.93763732910156,0
2021-05-17,237.06594848632812,0
2021-05-18,235.03543090820312,0
2021-05-19,235.6168975830078,0
2021-05-20,238.87318420410156,0
2021-05-21,237.60362243652344,0
2021-05-24,243.0404815673828,1
2021-05-25,243.95150756835938,1
2021-05-26,243.7285919189453,1
2021-05-27,241.61585998535156,1
2021-05-28,241.9744415283203,1
2021-06-01,239.7648162841797,1
2021-06-02,239.66790771484375,0
2021-06-03,238.12698364257812,0
2021-06-04,243.0501708984375,0
2021-06-07,245.97695922851562,1
2021-06-08,244.77528381347656,1
2021-06-09,245.7637939453125,1
2021-06-10,249.30113220214844,1
2021-06-11,249.9310760498047,1
2021-06-14,251.8693389892578,1
2021-06-15,250.3865509033203,1
2021-06-16,249.43679809570312,1
2021-06-17,252.84820556640625,1
2021-06-18,251.4235382080078,1
2021-06-21,254.52479553222656,1
2021-06-22,257.31591796875,1
2021-06-23,257.0832824707031,1
2021-06-24,258.45953369140625,1
2021-06-25,256.84100341796875,1
2021-06-28,260.4268493652344,1
2021-06-29,263.0240783691406,1
2021-06-30,262.53955078125,1
2021-07-01,263.2179870605469,1
2021-07-02,269.0812072753906,1
2021-07-06,269.0909118652344,1
2021-07-07,271.2908935546875,1
2021-07-08,268.8584289550781,1
2021-07-09,269.3623046875,1
2021-07-12,268.7615051269531,1
2021-07-13,272.3084716796875,1
2021-07-14,273.7912902832031,1
2021-07-15,272.3569641113281,1
2021-07-16,272.0855407714844,1
2021-07-19,268.4609680175781,1
2021-07-20,270.6997375488281,1
2021-07-21,272.71551513671875,1
2021-07-22,277.3092346191406,1
2021-07-23,280.7303161621094,1
2021-07-26,280.1294860839844,1
2021-07-27,277.6969299316406,1
2021-07-28,277.3867492675781,1
2021-07-29,277.6580810546875,1
2021-07-30,276.1171875,1
2021-08-02,276.0299072265625,1
2021-08-03,278.2590026855469,1
2021-08-04,277.6678466796875,1
2021-08-05,280.5849304199219,1
2021-08-06,280.52667236328125,1
2021-08-09,279.431640625,1
2021-08-10,277.6000061035156,1
2021-08-11,278.0943298339844,1
2021-08-12,280.865966796875,1
2021-08-13,283.8121337890625,1
2021-08-16,285.5081787109375,1
2021-08-17,284.0351257324219,1
2021-08-18,282.2969970703125,1
2021-08-19,288.1617431640625,1
2021-08-20,295.5315856933594,1
2021-08-23,295.8131408691406,1
2021-08-24,293.8420104980469,1
2021-08-25,293.249755859375,1
2021-08-26,290.4145202636719,1
2021-08-27,291.0262145996094,1
2021-08-30,294.7839660644531,1
2021-08-31,293.12353515625,1
2021-09-01,293.0749816894531,1
2021-09-02,292.4147644042969,1
2021-09-03,292.4049987792969,1
2021-09-07,291.47283935546875,1
2021-09-08,291.501953125,1
2021-09-09,288.6278381347656,1
2021-09-10,287.13250732421875,1
2021-09-13,288.3753967285156,1
2021-09-14,291.09423828125,1
2021-09-15,295.9783020019531,1
2021-09-16,296.3666687011719,1
2021-09-17,291.17181396484375,1
2021-09-20,285.763427734375,1
2021-09-21,286.2489013671875,1
2021-09-22,289.91925048828125,1
2021-09-23,290.8708801269531,1
2021-09-24,290.6669616699219,1
2021-09-27,285.63720703125,1
2021-09-28,275.29608154296875,1
2021-09-29,275.76214599609375,1
2021-09-30,273.7425231933594,1
2021-10-01,280.71429443359375,1
2021-10-04,274.8979187011719,1
2021-10-05,280.38409423828125,0
2021-10-06,284.6079406738281,0
2021-10-07,286.2974548339844,1
2021-10-08,286.2974548339844,0
2021-10-11,285.6954650878906,0
2021-10-12,284.3846435546875,0
2021-10-13,287.7151184082031,0
2021-10-14,293.96826171875,0
2021-10-15,295.3859558105469,1
2021-10-18,298.3765869140625,1
2021-10-19,299.28936767578125,1
2021-10-20,298.49310302734375,1
2021-10-21,301.7460021972656,1
2021-10-22,300.19232177734375,1
2021-10-25,299.19219970703125,1
2021-10-26,301.1147766113281,1
2021-10-27,313.7960510253906,1
2021-10-28,314.94183349609375,1
2021-10-29,322.0008850097656,1
2021-11-01,319.816162109375,1
2021-11-02,323.4670715332031,1
2021-11-03,324.31182861328125,1
2021-11-04,326.68115234375,1
2021-11-05,326.3121032714844,1
2021-11-08,327.2151184082031,1
2021-11-09,326.2052917480469,1
2021-11-10,321.20465087890625,1
2021-11-11,322.7873840332031,1
2021-11-12,326.9530334472656,1
2021-11-15,326.3218078613281,1
2021-11-16,329.6620178222656,1
2021-11-17,329.8857727050781,1
2021-11-18,331.97723388671875,1
2021-11-19,333.76708984375,1
2021-11-22,330.5764465332031,1
2021-11-23,328.48504638671875,1
2021-11-24,328.708740234375,1
2021-11-26,320.7028503417969,1
2021-11-29,327.46356201171875,1
2021-11-30,321.5880432128906,1
2021-12-01,321.0919189453125,1
2021-12-02,320.51800537109375,1
2021-12-03,314.21441650390625,1
2021-12-06,317.307861328125,1
2021-12-07,325.80010986328125,1
2021-12-08,325.8487854003906,1
2021-12-09,324.02972412109375,1
2021-12-10,333.212646484375,1
2021-12-13,330.1581726074219,1
2021-12-14,319.39935302734375,1
2021-12-15,325.5375061035156,1
2021-12-16,316.0530090332031,1
2021-12-17,314.9829406738281,1
2021-12-20,311.1988830566406,1
2021-12-21,318.3779296875,1
2021-12-22,324.1269836425781,1
2021-12-23,325.5764465332031,1
2021-12-27,333.1250915527344,1
2021-12-28,331.95782470703125,1
2021-12-29,332.6387939453125,1
2021-12-30,330.0803527832031,1
2021-12-31,327.1620178222656,1
2022-01-03,325.634765625,1
2022-01-04,320.0511169433594,1
2022-01-05,307.76495361328125,1
2022-01-06,305.33306884765625,0
2022-01-07,305.4887390136719,0
2022-01-10,305.7124328613281,0
2022-01-11,306.40313720703125,0
2022-01-12,309.6035461425781,0
2022-01-13,296.50030517578125,0
2022-01-14,301.7532958984375,0
2022-01-18,294.4088134765625,0
2022-01-19,295.0703125,0
2022-01-20,293.3874816894531,0
2022-01-21,287.9690856933594,-1
2022-01-24,288.2998962402344,0
2022-01-25,280.6344909667969,0
2022-01-26,288.6306457519531,0
2022-01-27,291.6753845214844,0
2022-01-28,299.8661193847656,0
2022-01-31,302.5120544433594,0
2022-02-01,300.3525695800781,0
2022-02-02,304.92449951171875,0
2022-02-03,293.04693603515625,0
2022-02-04,297.6092529296875,0
2022-02-07,292.7551574707031,0
2022-02-08,296.2668762207031,0
2022-02-09,302.7357482910156,0
2022-02-10,294.1461486816406,0
2022-02-11,287.00604248046875,0
2022-02-14,286.96722412109375,0
2022-02-15,292.2882080078125,0
2022-02-16,291.94708251953125,0
2022-02-17,283.3981628417969,0
2022-02-18,280.6687927246094,0
2022-02-22,280.4641418457031,-1
2022-02-23,273.2019958496094,-1
2022-02-24,287.1609191894531,-1
2022-02-25,289.8122863769531,0
2022-02-28,291.25494384765625,0
2022-03-01,287.5118713378906,0
2022-03-02,292.6196594238281,0
2022-03-03,288.4573059082031,0
2022-03-04,282.5501403808594,0
2022-03-07,271.8763122558594,0
2022-03-08,268.8934631347656,-1
2022-03-09,281.2244567871094,-1
2022-03-10,278.3878479003906,0
2022-03-11,273.00701904296875,0
2022-03-14,269.4686279296875,-1
2022-03-15,279.9085388183594,-1
2022-03-16,286.9659729003906,0
2022-03-17,287.77496337890625,0
2022-03-18,292.8536376953125,0
2022-03-21,291.6156921386719,0
2022-03-22,296.39208984375,0
2022-03-23,291.9372863769531,0
2022-03-24,296.4310607910156,0
2022-03-25,296.0216369628906,0
2022-03-28,302.8645935058594,0
2022-03-29,307.455810546875,-1
2022-03-30,305.9449157714844,0
2022-03-31,300.534912109375,0
2022-04-01,301.6168518066406,0
2022-04-04,307.02691650390625,0
2022-04-05,303.0400695800781,0
2022-04-06,291.94708251953125,0
2022-04-07,293.7698669433594,0
2022-04-08,289.4808654785156,0
2022-04-11,278.066162109375,0
2022-04-12,274.94683837890625,0
2022-04-13,280.36663818359375,0
2022-04-14,272.7730712890625,0
2022-04-18,273.4456481933594,-1
2022-04-19,278.1051940917969,-1
2022-04-20,279.1383972167969,-1
2022-04-21,273.7283935546875,-1
2022-04-22,267.1193542480469,-1
2022-04-25,273.6405944824219,-1
2022-04-26,263.40545654296875,-1
2022-04-27,276.0776672363281,-1
2022-04-28,282.32598876953125,-1
2022-04-29,270.5213623046875,-1
2022-05-02,277.2961120605469,-1
2022-05-03,274.6739196777344,-1
2022-05-04,282.6671142578125,-1
2022-05-05,270.35565185546875,-1
2022-05-06,267.8017578125,-1
2022-05-09,257.9076232910156,-1
2022-05-10,262.7036437988281,-1
2022-05-11,253.9792938232422,-1
2022-05-12,248.91046142578125,-1
2022-05-13,254.534912109375,-1
2022-05-16,254.9053497314453,-1
2022-05-17,260.0911865234375,-1
2022-05-18,248.2493438720703,-1
2022-05-19,247.33090209960938,-1
2022-05-20,246.7642059326172,-1
2022-05-23,254.6685333251953,-1
2022-05-24,253.6621856689453,-1
2022-05-25,256.4956359863281,-1
2022-05-26,259.79803466796875,-1
2022-05-27,266.9696350097656,-1
2022-05-31,265.6310729980469,-1
2022-06-01,266.1685485839844,-1
2022-06-02,268.2788391113281,-1
2022-06-03,263.82354736328125,-1
2022-06-06,262.5826416015625,-1
2022-06-07,266.2466125488281,-1
2022-06-08,264.2045593261719,-1
2022-06-09,258.7135925292969,-1
2022-06-10,247.18434143066406,-1
2022-06-13,236.70057678222656,-1
2022-06-14,238.87940979003906,-1
2022-06-15,245.98255920410156,-1
2022-06-16,239.348388671875,-1
2022-06-17,241.9668731689453,-1
2022-06-21,247.9171600341797,-1
2022-06-22,247.32113647460938,-1
2022-06-23,252.91961669921875,-1
2022-06-24,261.5567626953125,-1
2022-06-27,258.811279296875,-1
2022-06-28,250.59425354003906,-1
2022-06-29,254.28753662109375,-1
2022-06-30,250.9362335205078,-1
2022-07-01,253.6230926513672,-1
2022-07-05,256.81805419921875,-1
2022-07-06,260.1009216308594,-1
2022-07-07,262.2406921386719,-1
2022-07-08,261.5177001953125,-1
2022-07-11,258.4399719238281,-1
2022-07-12,247.8487548828125,-1
2022-07-13,246.92054748535156,-1
2022-07-14,248.2493438720703,-1
2022-07-15,250.82875061035156,-1
2022-07-18,248.41542053222656,-1
2022-07-19,253.57424926757812,-1
2022-07-20,256.2513427734375,-1
2022-07-21,258.7623596191406,-1
2022-07-22,254.38522338867188,-1
2022-07-25,252.8903350830078,-1
2022-07-26,246.11935424804688,-1
2022-07-27,262.5729064941406,-1
2022-07-28,270.0668640136719,-1
2022-07-29,274.2975158691406,-1
2022-08-01,271.63018798828125,-1
2022-08-02,268.5134582519531,-1
2022-08-03,275.98779296875,-1
2022-08-04,277.1407165527344,-1
2022-08-05,276.4177551269531,-1
2022-08-08,273.88720703125,-1
2022-08-09,275.82171630859375,-1
2022-08-10,282.5243225097656,-1
2022-08-11,280.43341064453125,0
2022-08-12,285.211181640625,-1
2022-08-15,286.73541259765625,0
2022-08-16,285.9928283691406,0
2022-08-17,285.23895263671875,0
2022-08-18,284.11297607421875,0
2022-08-19,280.1768493652344,0
2022-08-22,271.9521484375,0
2022-08-23,270.6695251464844,0
2022-08-24,270.0330810546875,0
2022-08-25,273.0291748046875,0
2022-08-26,262.4937744140625,-1
2022-08-29,259.6935119628906,-1
2022-08-30,257.4806823730469,-1
2022-08-31,256.0119934082031,-1
2022-09-01,254.96434020996094,-1
2022-09-02,250.71493530273438,-1
2022-09-06,247.96359252929688,-1
2022-09-07,252.70254516601562,-1
2022-09-08,253.12356567382812,-1
2022-09-09,258.9395446777344,-1
2022-09-12,261.0838928222656,-1
2022-09-13,246.7299041748047,0
2022-09-14,246.95510864257812,-1
2022-09-15,240.2578582763672,-1
2022-09-16,239.63124084472656,-1
2022-09-19,239.4158172607422,-1
2022-09-20,237.3890380859375,-1
2022-09-21,233.96209716796875,-1
2022-09-22,235.94972229003906,-1
2022-09-23,232.95358276367188,-1
2022-09-26,232.49342346191406,-1
2022-09-27,231.4751434326172,-1
2022-09-28,236.03787231445312,-1
2022-09-29,232.54237365722656,-1
2022-09-30,228.0383758544922,-1
2022-10-03,235.7147216796875,-1
2022-10-04,243.684814453125,-1
2022-10-05,243.99813842773438,-1
2022-10-06,241.63845825195312,-1
2022-10-07,229.35040283203125,-1
2022-10-10,224.46456909179688,-1
2022-10-11,220.7047576904297,-1
2022-10-12,221.03762817382812,-1
2022-10-13,229.35040283203125,-1
2022-10-14,223.7889862060547,-1
2022-10-17,232.5717010498047,-1
2022-10-18,233.52146911621094,-1
2022-10-19,231.5436553955078,-1
2022-10-20,231.22055053710938,-1
2022-10-21,237.06591796875,-1
2022-10-24,242.0888214111328,-1
2022-10-25,245.42767333984375,-1
2022-10-26,226.49139404296875,-1
2022-10-27,222.01675415039062,-1
2022-10-28,230.94635009765625,-1
2022-10-31,227.2844696044922,-1
2022-11-01,223.4071044921875,-1
2022-11-02,215.50558471679688,-1
2022-11-03,209.77769470214844,-1
2022-11-04,216.7686309814453,-1
2022-11-07,223.11337280273438,-1
2022-11-08,224.0924835205078,-1
2022-11-09,219.823486328125,-1
2022-11-10,237.907958984375,-1
2022-11-11,241.95176696777344,0
2022-11-14,236.50784301757812,-1
2022-11-15,236.91905212402344,-1
2022-11-16,237.35108947753906,-1
2022-11-17,237.30198669433594,0
2022-11-18,236.85028076171875,0
2022-11-21,237.66526794433594,0
2022-11-22,240.59129333496094,-1
2022-11-23,243.09510803222656,-1
2022-11-25,243.00672912597656,-1
2022-11-28,237.38052368164062,-1
2022-11-29,235.97645568847656,-1
2022-11-30,250.5181427001953,-1
2022-12-01,250.0763397216797,-1
2022-12-02,250.40032958984375,-1
2022-12-05,245.66763305664062,-1
2022-12-06,240.67965698242188,-1
2022-12-07,239.94325256347656,-1
2022-12-08,242.91835021972656,-1
2022-12-09,240.97422790527344,-1
2022-12-12,247.93580627441406,0
2022-12-13,252.26593017578125,0
2022-12-14,252.5605010986328,-1
2022-12-15,244.4991912841797,0
2022-12-16,240.25746154785156,0
2022-12-19,236.09426879882812,0
2022-12-20,237.41981506347656,0
2022-12-21,240.0021514892578,0
2022-12-22,233.87521362304688,-1
2022-12-23,234.4054412841797,-1
2022-12-27,232.66751098632812,-1
2022-12-28,230.281494140625,-1
2022-12-29,236.6441192626953,-1
2022-12-30,235.47567749023438,-1
2023-01-03,235.24000549316406,-1
2023-01-04,224.94985961914062,-1
2023-01-05,218.28286743164062,-1
2023-01-06,220.8553924560547,-1
2023-01-09,223.0057373046875,-1
2023-01-10,224.70440673828125,-1
2023-01-11,231.49903869628906,-1
2023-01-12,234.18942260742188,-1
2023-01-13,234.89637756347656,-1
2023-01-17,235.99609375,-1
2023-01-18,231.53829956054688,-1
2023-01-19,227.72857666015625,-1
2023-01-20,235.86842346191406,-1
2023-01-23,238.18569946289062,-1
2023-01-24,237.65545654296875,-1
2023-01-25,236.25137329101562,-1
2023-01-26,243.5074920654297,0
2023-01-27,243.6645965576172,-1
2023-01-30,238.31333923339844,-1
2023-01-31,243.3209228515625,-1
2023-02-01,248.1714324951172,-1
2023-02-02,259.80682373046875,-1
2023-02-03,253.66998291015625,-1
2023-02-06,252.11862182617188,-1
2023-02-07,262.713134765625,-1
2023-02-08,261.8981628417969,0
2023-02-09,258.8445129394531,-1
2023-02-10,258.333984375,-1
2023-02-13,266.4050598144531,-1
2023-02-14,267.2397155761719,-1
2023-02-15,265.1036682128906,-1
2023-02-16,258.0458679199219,-1
2023-02-17,254.01991271972656,-1
2023-02-21,248.71432495117188,-1
2023-02-22,247.5724639892578,-1
2023-02-23,250.7814178466797,-1
2023-02-24,245.31829833984375,-1
2023-02-27,246.2436065673828,-1
2023-02-28,245.51516723632812,-1
2023-03-01,242.4145050048828,-1
2023-03-02,247.17872619628906,-1
2023-03-03,251.2932586669922,0
2023-03-06,252.84854125976562,0
2023-03-07,250.17112731933594,0
2023-03-08,249.7281494140625,0
2023-03-09,248.36978149414062,0
2023-03-10,244.6981658935547,0
2023-03-13,249.9447479248047,0
